Email id,From Name,From seniority,From Department,To Name,To seniority,To Department,Email topic,Date,Is opened?,Device,Within work hours,Within workdays,Department color,Department aura,Predicted_Sentiment,Confidence_Score
886,Theressa Tuddall,Professional,Product development,Maggy Putson,Professional,Product development,Vendor Relations,2024-03-27,opened,desktop,yes,yes,brown,aura9,neutral,0.883733332157135
887,Theressa Tuddall,Professional,Product development,Maggy Putson,Professional,Product development,Technical Support,2024-03-25,opened,desktop,no,yes,brown,aura9,neutral,0.6735418438911438
888,Maggy Putson,Professional,Product development,Barry Goundsy,Professional,Product development,Product Development,2024-03-26,opened,mobile,yes,yes,brown,aura9,positive,0.5200981497764587
889,Maggy Putson,Professional,Product development,Barry Goundsy,Professional,Product development,Product Development,2024-03-20,unopened,mobile,yes,yes,brown,aura9,positive,0.5200981497764587
890,Maggy Putson,Professional,Product development,Barry Goundsy,Professional,Product development,Project Updates,2024-03-12,opened,desktop,no,yes,brown,aura9,neutral,0.808040976524353
891,Maggy Putson,Professional,Product development,Barry Goundsy,Professional,Product development,Product Development,2024-03-30,opened,desktop,no,no,brown,aura9,positive,0.5200981497764587
892,Maggy Putson,Professional,Product development,Barry Goundsy,Professional,Product development,Product Development,2024-03-08,opened,desktop,yes,yes,brown,aura9,positive,0.5200981497764587
893,Maggy Putson,Professional,Product development,Theressa Tuddall,Professional,Product development,Product Development,2024-03-13,opened,desktop,yes,yes,brown,aura9,positive,0.5200981497764587
894,Maggy Putson,Professional,Product development,Theressa Tuddall,Professional,Product development,Product Development,2024-03-27,opened,mobile,yes,yes,brown,aura9,positive,0.5200981497764587
895,Maggy Putson,Professional,Product development,Theressa Tuddall,Professional,Product development,Product Development,2024-03-14,opened,mobile,yes,yes,brown,aura9,positive,0.5200981497764587
896,Barry Goundsy,Professional,Product development,Maggy Putson,Professional,Product development,Project Updates,2024-03-14,unopened,mobile,no,yes,brown,aura9,neutral,0.808040976524353
897,Emmey Matoshin,Middle level management,Sales,Nelia Routledge,Professional,Sales,Training and Development,2024-03-20,opened,mobile,yes,yes,gray,aura5,neutral,0.6831164360046387
898,Emmey Matoshin,Middle level management,Sales,Nelia Routledge,Professional,Sales,Operational Issues,2024-03-21,opened,desktop,yes,yes,gray,aura5,negative,0.5376729369163513
899,Emmey Matoshin,Middle level management,Sales,Nelia Routledge,Professional,Sales,Project Updates,2024-03-13,opened,desktop,yes,yes,gray,aura5,neutral,0.808040976524353
900,Emmey Matoshin,Middle level management,Sales,Nelia Routledge,Professional,Sales,Sales and Marketing,2024-03-01,opened,desktop,yes,yes,gray,aura5,neutral,0.7378632426261902
901,Emmey Matoshin,Middle level management,Sales,Nelia Routledge,Professional,Sales,Internal Policies and Procedures,2024-03-14,opened,desktop,yes,yes,gray,aura5,neutral,0.8016245365142822
902,Emmey Matoshin,Middle level management,Sales,Nelia Routledge,Professional,Sales,Sales and Marketing,2024-03-26,opened,mobile,yes,yes,gray,aura5,neutral,0.7378632426261902
903,Emmey Matoshin,Middle level management,Sales,Nelia Routledge,Professional,Sales,Training and Development,2024-03-07,opened,mobile,no,yes,gray,aura5,neutral,0.6831164360046387
904,Nelia Routledge,Professional,Sales,Emmey Matoshin,Middle level management,Sales,Sales and Marketing,2024-03-15,unopened,mobile,yes,yes,gray,aura5,neutral,0.7378632426261902
905,Nelia Routledge,Professional,Sales,Emmey Matoshin,Middle level management,Sales,Sales and Marketing,2024-03-06,opened,mobile,yes,yes,gray,aura5,neutral,0.7378632426261902
906,Nelia Routledge,Professional,Sales,Emmey Matoshin,Middle level management,Sales,Sales and Marketing,2024-03-31,opened,mobile,no,no,gray,aura5,neutral,0.7378632426261902
907,Emmey Matoshin,Middle level management,Sales,Ferdinande Stickels,Professional,Sales,Internal Policies and Procedures,2024-03-29,opened,mobile,yes,yes,gray,aura5,neutral,0.8016245365142822
908,Emmey Matoshin,Middle level management,Sales,Ferdinande Stickels,Professional,Sales,Meeting Scheduling,2024-03-14,opened,mobile,yes,yes,gray,aura5,neutral,0.8804826140403748
909,Emmey Matoshin,Middle level management,Sales,Ferdinande Stickels,Professional,Sales,Sales and Marketing,2024-03-05,opened,mobile,yes,yes,gray,aura5,neutral,0.7378632426261902
910,Emmey Matoshin,Middle level management,Sales,Ferdinande Stickels,Professional,Sales,Sales and Marketing,2024-03-28,opened,desktop,yes,yes,gray,aura5,neutral,0.7378632426261902
911,Emmey Matoshin,Middle level management,Sales,Ferdinande Stickels,Professional,Sales,Internal Policies and Procedures,2024-03-06,opened,desktop,yes,yes,gray,aura5,neutral,0.8016245365142822
912,Emmey Matoshin,Middle level management,Sales,Ferdinande Stickels,Professional,Sales,Sales and Marketing,2024-03-13,opened,mobile,yes,yes,gray,aura5,neutral,0.7378632426261902
913,Emmey Matoshin,Middle level management,Sales,Ferdinande Stickels,Professional,Sales,Sales and Marketing,2024-03-06,opened,desktop,yes,yes,gray,aura5,neutral,0.7378632426261902
914,Ferdinande Stickels,Professional,Sales,Emmey Matoshin,Middle level management,Sales,Sales and Marketing,2024-03-13,unopened,desktop,yes,yes,gray,aura5,neutral,0.7378632426261902
915,Ferdinande Stickels,Professional,Sales,Emmey Matoshin,Middle level management,Sales,Sales and Marketing,2024-03-27,opened,desktop,yes,yes,gray,aura5,neutral,0.7378632426261902
916,Ferdinande Stickels,Professional,Sales,Emmey Matoshin,Middle level management,Sales,Operational Issues,2024-03-29,opened,desktop,yes,yes,gray,aura5,negative,0.5376729369163513
917,Ferdinande Stickels,Professional,Sales,Emmey Matoshin,Middle level management,Sales,Project Updates,2024-03-29,opened,desktop,no,yes,gray,aura5,neutral,0.808040976524353
918,Ferdinande Stickels,Professional,Sales,Emmey Matoshin,Middle level management,Sales,Sales and Marketing,2024-03-29,opened,desktop,yes,yes,gray,aura5,neutral,0.7378632426261902
919,Ferdinande Stickels,Professional,Sales,Emmey Matoshin,Middle level management,Sales,Legal Matters,2024-03-26,unopened,desktop,no,yes,gray,aura5,neutral,0.7993121147155762
920,Emmey Matoshin,Middle level management,Sales,Tades Querrard,Professional,Sales,Internal Policies and Procedures,2024-03-07,opened,desktop,yes,yes,gray,aura5,neutral,0.8016245365142822
921,Emmey Matoshin,Middle level management,Sales,Tades Querrard,Professional,Sales,Sales and Marketing,2024-03-27,opened,desktop,yes,yes,gray,aura5,neutral,0.7378632426261902
922,Emmey Matoshin,Middle level management,Sales,Tades Querrard,Professional,Sales,Operational Issues,2024-03-13,opened,desktop,yes,yes,gray,aura5,negative,0.5376729369163513
923,Emmey Matoshin,Middle level management,Sales,Tades Querrard,Professional,Sales,Legal Matters,2024-03-11,opened,mobile,yes,yes,gray,aura5,neutral,0.7993121147155762
924,Tades Querrard,Professional,Sales,Emmey Matoshin,Middle level management,Sales,Sales and Marketing,2024-03-14,opened,desktop,no,yes,gray,aura5,neutral,0.7378632426261902
925,Emmey Matoshin,Middle level management,Sales,Anatole Hansie,Professional,Sales,Legal Matters,2024-03-26,opened,mobile,yes,yes,gray,aura5,neutral,0.7993121147155762
926,Emmey Matoshin,Middle level management,Sales,Anatole Hansie,Professional,Sales,Sales and Marketing,2024-03-06,unopened,desktop,yes,yes,gray,aura5,neutral,0.7378632426261902
927,Emmey Matoshin,Middle level management,Sales,Anatole Hansie,Professional,Sales,Meeting Scheduling,2024-03-07,opened,mobile,yes,yes,gray,aura5,neutral,0.8804826140403748
928,Emmey Matoshin,Middle level management,Sales,Anatole Hansie,Professional,Sales,Sales and Marketing,2024-03-08,opened,desktop,yes,yes,gray,aura5,neutral,0.7378632426261902
929,Emmey Matoshin,Middle level management,Sales,Anatole Hansie,Professional,Sales,Meeting Scheduling,2024-03-14,opened,mobile,yes,yes,gray,aura5,neutral,0.8804826140403748
930,Anatole Hansie,Professional,Sales,Emmey Matoshin,Middle level management,Sales,Sales and Marketing,2024-03-19,opened,desktop,yes,yes,gray,aura5,neutral,0.7378632426261902
931,Anatole Hansie,Professional,Sales,Emmey Matoshin,Middle level management,Sales,Operational Issues,2024-03-31,opened,desktop,no,no,gray,aura5,negative,0.5376729369163513
932,Anatole Hansie,Professional,Sales,Emmey Matoshin,Middle level management,Sales,Technical Support,2024-03-29,opened,mobile,yes,yes,gray,aura5,neutral,0.6735418438911438
933,Emmey Matoshin,Middle level management,Sales,Chris Consadine,Professional,Sales,Vendor Relations,2024-03-27,opened,mobile,yes,yes,gray,aura5,neutral,0.883733332157135
934,Emmey Matoshin,Middle level management,Sales,Chris Consadine,Professional,Sales,Sales and Marketing,2024-03-07,opened,mobile,yes,yes,gray,aura5,neutral,0.7378632426261902
935,Emmey Matoshin,Middle level management,Sales,Chris Consadine,Professional,Sales,Meeting Scheduling,2024-03-26,opened,mobile,yes,yes,gray,aura5,neutral,0.8804826140403748
936,Emmey Matoshin,Middle level management,Sales,Chris Consadine,Professional,Sales,Sales and Marketing,2024-03-14,opened,desktop,yes,yes,gray,aura5,neutral,0.7378632426261902
937,Emmey Matoshin,Middle level management,Sales,Chris Consadine,Professional,Sales,Legal Matters,2024-03-14,opened,desktop,no,yes,gray,aura5,neutral,0.7993121147155762
938,Emmey Matoshin,Middle level management,Sales,Chris Consadine,Professional,Sales,Operational Issues,2024-03-22,opened,mobile,yes,yes,gray,aura5,negative,0.5376729369163513
939,Emmey Matoshin,Middle level management,Sales,Chris Consadine,Professional,Sales,Technical Support,2024-03-27,opened,mobile,no,yes,gray,aura5,neutral,0.6735418438911438
940,Emmey Matoshin,Middle level management,Sales,Chris Consadine,Professional,Sales,Project Updates,2024-03-21,opened,desktop,yes,yes,gray,aura5,neutral,0.808040976524353
941,Emmey Matoshin,Middle level management,Sales,Chris Consadine,Professional,Sales,Meeting Scheduling,2024-03-14,opened,desktop,yes,yes,gray,aura5,neutral,0.8804826140403748
942,Chris Consadine,Professional,Sales,Emmey Matoshin,Middle level management,Sales,Operational Issues,2024-03-21,opened,desktop,yes,yes,gray,aura5,negative,0.5376729369163513
943,Chris Consadine,Professional,Sales,Emmey Matoshin,Middle level management,Sales,Product Development,2024-03-19,opened,desktop,yes,yes,gray,aura5,positive,0.5200981497764587
944,Chris Consadine,Professional,Sales,Emmey Matoshin,Middle level management,Sales,Sales and Marketing,2024-03-08,opened,mobile,yes,yes,gray,aura5,neutral,0.7378632426261902
945,Chris Consadine,Professional,Sales,Emmey Matoshin,Middle level management,Sales,HR related topics,2024-03-25,opened,desktop,no,yes,gray,aura5,neutral,0.8412798047065735
946,Chris Consadine,Professional,Sales,Emmey Matoshin,Middle level management,Sales,Sales and Marketing,2024-03-08,opened,desktop,no,yes,gray,aura5,neutral,0.7378632426261902
947,Emmey Matoshin,Middle level management,Sales,Grace Spracklin,Professional,Sales,Sales and Marketing,2024-03-12,opened,desktop,yes,yes,gray,aura5,neutral,0.7378632426261902
948,Emmey Matoshin,Middle level management,Sales,Grace Spracklin,Professional,Sales,Sales and Marketing,2024-03-25,opened,mobile,yes,yes,gray,aura5,neutral,0.7378632426261902
949,Emmey Matoshin,Middle level management,Sales,Grace Spracklin,Professional,Sales,Sales and Marketing,2024-03-13,opened,desktop,yes,yes,gray,aura5,neutral,0.7378632426261902
950,Emmey Matoshin,Middle level management,Sales,Grace Spracklin,Professional,Sales,Sales and Marketing,2024-03-08,opened,desktop,yes,yes,gray,aura5,neutral,0.7378632426261902
951,Emmey Matoshin,Middle level management,Sales,Grace Spracklin,Professional,Sales,Meeting Scheduling,2024-03-11,opened,desktop,yes,yes,gray,aura5,neutral,0.8804826140403748
952,Emmey Matoshin,Middle level management,Sales,Grace Spracklin,Professional,Sales,Legal Matters,2024-03-19,opened,desktop,yes,yes,gray,aura5,neutral,0.7993121147155762
953,Emmey Matoshin,Middle level management,Sales,Grace Spracklin,Professional,Sales,Sales and Marketing,2024-03-12,opened,mobile,yes,yes,gray,aura5,neutral,0.7378632426261902
954,Grace Spracklin,Professional,Sales,Emmey Matoshin,Middle level management,Sales,Sales and Marketing,2024-03-13,opened,desktop,yes,yes,gray,aura5,neutral,0.7378632426261902
955,Grace Spracklin,Professional,Sales,Emmey Matoshin,Middle level management,Sales,Operational Issues,2024-03-18,opened,desktop,yes,yes,gray,aura5,negative,0.5376729369163513
956,Emmey Matoshin,Middle level management,Sales,Sumner Blakeway,Professional,Sales,Operational Issues,2024-03-01,opened,desktop,yes,yes,gray,aura5,negative,0.5376729369163513
957,Emmey Matoshin,Middle level management,Sales,Sumner Blakeway,Professional,Sales,Internal Policies and Procedures,2024-03-27,opened,desktop,yes,yes,gray,aura5,neutral,0.8016245365142822
958,Emmey Matoshin,Middle level management,Sales,Sumner Blakeway,Professional,Sales,Sales and Marketing,2024-03-08,opened,desktop,yes,yes,gray,aura5,neutral,0.7378632426261902
959,Emmey Matoshin,Middle level management,Sales,Sumner Blakeway,Professional,Sales,Project Updates,2024-03-15,unopened,desktop,yes,yes,gray,aura5,neutral,0.808040976524353
960,Emmey Matoshin,Middle level management,Sales,Sumner Blakeway,Professional,Sales,Training and Development,2024-03-13,opened,desktop,yes,yes,gray,aura5,neutral,0.6831164360046387
961,Emmey Matoshin,Middle level management,Sales,Sumner Blakeway,Professional,Sales,Training and Development,2024-03-27,opened,desktop,yes,yes,gray,aura5,neutral,0.6831164360046387
962,Sumner Blakeway,Professional,Sales,Emmey Matoshin,Middle level management,Sales,Operational Issues,2024-03-08,opened,mobile,yes,yes,gray,aura5,negative,0.5376729369163513
963,Nelia Routledge,Professional,Sales,Tades Querrard,Professional,Sales,Sales and Marketing,2024-03-20,opened,desktop,yes,yes,gray,aura5,neutral,0.7378632426261902
964,Nelia Routledge,Professional,Sales,Tades Querrard,Professional,Sales,Project Updates,2024-03-29,opened,mobile,yes,yes,gray,aura5,neutral,0.808040976524353
965,Nelia Routledge,Professional,Sales,Tades Querrard,Professional,Sales,Meeting Scheduling,2024-03-08,opened,desktop,yes,yes,gray,aura5,neutral,0.8804826140403748
966,Nelia Routledge,Professional,Sales,Tades Querrard,Professional,Sales,Internal Policies and Procedures,2024-03-15,opened,desktop,yes,yes,gray,aura5,neutral,0.8016245365142822
967,Tades Querrard,Professional,Sales,Nelia Routledge,Professional,Sales,Sales and Marketing,2024-03-14,opened,desktop,yes,yes,gray,aura5,neutral,0.7378632426261902
968,Tades Querrard,Professional,Sales,Nelia Routledge,Professional,Sales,Operational Issues,2024-03-13,opened,desktop,yes,yes,gray,aura5,negative,0.5376729369163513
969,Tades Querrard,Professional,Sales,Nelia Routledge,Professional,Sales,Internal Policies and Procedures,2024-03-13,opened,desktop,yes,yes,gray,aura5,neutral,0.8016245365142822
970,Anatole Hansie,Professional,Sales,Ferdinande Stickels,Professional,Sales,HR related topics,2024-03-18,opened,mobile,yes,yes,gray,aura5,neutral,0.8412798047065735
971,Anatole Hansie,Professional,Sales,Ferdinande Stickels,Professional,Sales,Sales and Marketing,2024-03-26,opened,desktop,yes,yes,gray,aura5,neutral,0.7378632426261902
972,Anatole Hansie,Professional,Sales,Ferdinande Stickels,Professional,Sales,Sales and Marketing,2024-03-14,opened,desktop,yes,yes,gray,aura5,neutral,0.7378632426261902
973,Anatole Hansie,Professional,Sales,Ferdinande Stickels,Professional,Sales,Project Updates,2024-03-07,opened,desktop,yes,yes,gray,aura5,neutral,0.808040976524353
974,Ferdinande Stickels,Professional,Sales,Anatole Hansie,Professional,Sales,Technical Support,2024-03-28,opened,desktop,yes,yes,gray,aura5,neutral,0.6735418438911438
975,Chris Consadine,Professional,Sales,Grace Spracklin,Professional,Sales,Sales and Marketing,2024-03-13,opened,desktop,yes,yes,gray,aura5,neutral,0.7378632426261902
976,Chris Consadine,Professional,Sales,Grace Spracklin,Professional,Sales,Meeting Scheduling,2024-03-05,opened,desktop,yes,yes,gray,aura5,neutral,0.8804826140403748
977,Chris Consadine,Professional,Sales,Grace Spracklin,Professional,Sales,Training and Development,2024-03-29,opened,mobile,yes,yes,gray,aura5,neutral,0.6831164360046387
978,Chris Consadine,Professional,Sales,Grace Spracklin,Professional,Sales,Sales and Marketing,2024-03-18,opened,desktop,yes,yes,gray,aura5,neutral,0.7378632426261902
979,Chris Consadine,Professional,Sales,Grace Spracklin,Professional,Sales,Operational Issues,2024-03-28,opened,desktop,yes,yes,gray,aura5,negative,0.5376729369163513
980,Grace Spracklin,Professional,Sales,Grace Spracklin,Professional,Sales,Operational Issues,2024-03-14,opened,desktop,yes,yes,gray,aura5,negative,0.5376729369163513
981,Grace Spracklin,Professional,Sales,Grace Spracklin,Professional,Sales,Security Alerts,2024-03-22,opened,desktop,yes,yes,gray,aura5,neutral,0.8322566151618958
982,Grace Spracklin,Professional,Sales,Grace Spracklin,Professional,Sales,Sales and Marketing,2024-03-07,opened,desktop,no,yes,gray,aura5,neutral,0.7378632426261902
983,Constancia Di Bartolomeo,C-level,Executive Management,Elsinore Waterland,Middle level management,Human Resources,HR related topics,2024-03-27,opened,desktop,yes,yes,red,aura1,neutral,0.8412798047065735
984,Constancia Di Bartolomeo,C-level,Executive Management,Petronilla Mapes,Professional,Human Resources,HR related topics,2024-03-14,opened,desktop,yes,yes,red,aura1,neutral,0.8412798047065735
985,Constancia Di Bartolomeo,C-level,Executive Management,Elbertine Dowe,Professional,Human Resources,HR related topics,2024-03-08,opened,mobile,yes,yes,red,aura1,neutral,0.8412798047065735
986,Constancia Di Bartolomeo,C-level,Executive Management,Blithe Arnaudet,Middle level management,Finance and Accounting,Internal Policies and Procedures,2024-03-12,opened,mobile,yes,yes,red,aura1,neutral,0.8016245365142822
987,Constancia Di Bartolomeo,C-level,Executive Management,Ozzy Jeffries,Professional,Finance and Accounting,Legal Matters,2024-03-21,unopened,desktop,yes,yes,red,aura1,neutral,0.7993121147155762
988,Constancia Di Bartolomeo,C-level,Executive Management,Constantino FitzGilbert,Professional,Finance and Accounting,Vendor Relations,2024-03-08,opened,desktop,no,yes,red,aura1,neutral,0.883733332157135
989,Constancia Di Bartolomeo,C-level,Executive Management,Traci Habbal,Middle level management,Marketing,HR related topics,2024-03-25,opened,mobile,yes,yes,red,aura1,neutral,0.8412798047065735
990,Constancia Di Bartolomeo,C-level,Executive Management,Roger Tabbernor,Professional,Marketing,Meeting Scheduling,2024-03-14,opened,desktop,yes,yes,red,aura1,neutral,0.8804826140403748
991,Constancia Di Bartolomeo,C-level,Executive Management,Lazarus O'Halleghane,Professional,Marketing,Sales and Marketing,2024-03-15,opened,desktop,yes,yes,red,aura1,neutral,0.7378632426261902
992,Constancia Di Bartolomeo,C-level,Executive Management,Karine Barclay,Professional,Marketing,Training and Development,2024-03-08,unopened,desktop,yes,yes,red,aura1,neutral,0.6831164360046387
993,Constancia Di Bartolomeo,C-level,Executive Management,Petronille Jouen,Professional,Marketing,Internal Policies and Procedures,2024-03-15,opened,desktop,yes,yes,red,aura1,neutral,0.8016245365142822
994,Constancia Di Bartolomeo,C-level,Executive Management,Dorie Parradine,Professional,Marketing,Vendor Relations,2024-03-18,opened,desktop,yes,yes,red,aura1,neutral,0.883733332157135
995,Constancia Di Bartolomeo,C-level,Executive Management,Emmey Matoshin,Middle level management,Sales,Internal Policies and Procedures,2024-03-15,opened,desktop,yes,yes,red,aura1,neutral,0.8016245365142822
996,Constancia Di Bartolomeo,C-level,Executive Management,Nelia Routledge,Professional,Sales,Sales and Marketing,2024-03-07,opened,desktop,no,yes,red,aura1,neutral,0.7378632426261902
997,Constancia Di Bartolomeo,C-level,Executive Management,Ferdinande Stickels,Professional,Sales,Project Updates,2024-03-14,opened,mobile,yes,yes,red,aura1,neutral,0.808040976524353
998,Constancia Di Bartolomeo,C-level,Executive Management,Tades Querrard,Professional,Sales,Vendor Relations,2024-03-07,opened,desktop,yes,yes,red,aura1,neutral,0.883733332157135
999,Constancia Di Bartolomeo,C-level,Executive Management,Anatole Hansie,Professional,Sales,Sales and Marketing,2024-03-27,opened,desktop,yes,yes,red,aura1,neutral,0.7378632426261902
1000,Constancia Di Bartolomeo,C-level,Executive Management,Chris Consadine,Professional,Sales,Sales and Marketing,2024-03-29,opened,desktop,yes,yes,red,aura1,neutral,0.7378632426261902
1001,Constancia Di Bartolomeo,C-level,Executive Management,Grace Spracklin,Professional,Sales,Sales and Marketing,2024-03-08,opened,desktop,no,yes,red,aura1,neutral,0.7378632426261902
1002,Constancia Di Bartolomeo,C-level,Executive Management,Sumner Blakeway,Professional,Sales,Meeting Scheduling,2024-03-08,opened,mobile,yes,yes,red,aura1,neutral,0.8804826140403748
1003,Constancia Di Bartolomeo,C-level,Executive Management,Abigael Alred,Middle level management,Information Technology (IT),Meeting Scheduling,2024-03-07,unopened,desktop,yes,yes,red,aura1,neutral,0.8804826140403748
1004,Constancia Di Bartolomeo,C-level,Executive Management,Reina Trobey,Professional,Information Technology (IT),Meeting Scheduling,2024-03-12,opened,mobile,yes,yes,red,aura1,neutral,0.8804826140403748
1005,Constancia Di Bartolomeo,C-level,Executive Management,Madge Torrejon,Professional,Information Technology (IT),Training and Development,2024-03-12,opened,mobile,yes,yes,red,aura1,neutral,0.6831164360046387
1006,Constancia Di Bartolomeo,C-level,Executive Management,Marilyn Seeman,Professional,Information Technology (IT),Technical Support,2024-03-07,opened,desktop,yes,yes,red,aura1,neutral,0.6735418438911438
1007,Constancia Di Bartolomeo,C-level,Executive Management,Katina Darter,Professional,Information Technology (IT),Technical Support,2024-03-27,opened,desktop,yes,yes,red,aura1,neutral,0.6735418438911438
1008,Constancia Di Bartolomeo,C-level,Executive Management,Lynett Amy,Professional,Information Technology (IT),Security Alerts,2024-03-08,opened,desktop,yes,yes,red,aura1,neutral,0.8322566151618958
1009,Constancia Di Bartolomeo,C-level,Executive Management,Mata McGifford,Middle level management,Customer Service,Meeting Scheduling,2024-03-27,opened,mobile,yes,yes,red,aura1,neutral,0.8804826140403748
1010,Constancia Di Bartolomeo,C-level,Executive Management,Mort De Benedictis,Professional,Customer Service,Internal Policies and Procedures,2024-03-01,opened,mobile,yes,yes,red,aura1,neutral,0.8016245365142822
1011,Constancia Di Bartolomeo,C-level,Executive Management,Tamara Brewitt,Professional,Customer Service,Client Related Communication,2024-03-01,opened,desktop,yes,yes,red,aura1,neutral,0.83217453956604
1012,Constancia Di Bartolomeo,C-level,Executive Management,Edithe Cinnamond,Professional,Customer Service,Training and Development,2024-03-12,unopened,desktop,yes,yes,red,aura1,neutral,0.6831164360046387
1013,Constancia Di Bartolomeo,C-level,Executive Management,Morly Finey,Professional,Customer Service,Operational Issues,2024-03-06,opened,desktop,yes,yes,red,aura1,negative,0.5376729369163513
1014,Constancia Di Bartolomeo,C-level,Executive Management,Angie Penticost,Professional,Customer Service,Client Related Communication,2024-03-18,opened,desktop,yes,yes,red,aura1,neutral,0.83217453956604
1015,Constancia Di Bartolomeo,C-level,Executive Management,Maribelle Oliver,Professional,Customer Service,Internal Policies and Procedures,2024-03-01,opened,desktop,no,yes,red,aura1,neutral,0.8016245365142822
1016,Constancia Di Bartolomeo,C-level,Executive Management,Jeannie Moggan,Middle level management,Legal,Legal Matters,2024-03-28,opened,desktop,yes,yes,red,aura1,neutral,0.7993121147155762
1017,Constancia Di Bartolomeo,C-level,Executive Management,Faythe Vassel,Professional,Legal,Legal Matters,2024-03-29,opened,desktop,no,yes,red,aura1,neutral,0.7993121147155762
1018,Constancia Di Bartolomeo,C-level,Executive Management,Maurine Golding,Professional,Legal,Product Development,2024-03-14,opened,desktop,yes,yes,red,aura1,positive,0.5200981497764587
1019,Constancia Di Bartolomeo,C-level,Executive Management,Jorey Deguara,Middle level management,Product development,Internal Policies and Procedures,2024-03-31,opened,desktop,no,no,red,aura1,neutral,0.8016245365142822
1020,Constancia Di Bartolomeo,C-level,Executive Management,Rodrique Coulston,Professional,Product development,Internal Policies and Procedures,2024-03-11,opened,desktop,yes,yes,red,aura1,neutral,0.8016245365142822
1021,Constancia Di Bartolomeo,C-level,Executive Management,Lisette Loweth,Professional,Product development,Product Development,2024-03-07,opened,desktop,yes,yes,red,aura1,positive,0.5200981497764587
1022,Constancia Di Bartolomeo,C-level,Executive Management,Minette Southard,Professional,Product development,Sales and Marketing,2024-03-13,opened,mobile,yes,yes,red,aura1,neutral,0.7378632426261902
1023,Constancia Di Bartolomeo,C-level,Executive Management,Theressa Tuddall,Professional,Product development,Product Development,2024-03-27,unopened,mobile,yes,yes,red,aura1,positive,0.5200981497764587
1024,Constancia Di Bartolomeo,C-level,Executive Management,Oran Benge,Professional,Product development,Sales and Marketing,2024-03-13,opened,desktop,yes,yes,red,aura1,neutral,0.7378632426261902
1025,Constancia Di Bartolomeo,C-level,Executive Management,Maggy Putson,Professional,Product development,Operational Issues,2024-03-18,unopened,desktop,yes,yes,red,aura1,negative,0.5376729369163513
1026,Constancia Di Bartolomeo,C-level,Executive Management,Barry Goundsy,Professional,Product development,HR related topics,2024-03-13,opened,desktop,no,yes,red,aura1,neutral,0.8412798047065735
1027,Petronilla Mapes,Professional,Human Resources,Reina Trobey,Professional,Information Technology (IT),Technical Support,2024-03-07,opened,desktop,yes,yes,yellow,aura2,neutral,0.6735418438911438
1028,Elbertine Dowe,Professional,Human Resources,Reina Trobey,Professional,Information Technology (IT),Technical Support,2024-03-14,opened,desktop,yes,yes,yellow,aura2,neutral,0.6735418438911438
1029,Ozzy Jeffries,Professional,Finance and Accounting,Reina Trobey,Professional,Information Technology (IT),Technical Support,2024-03-11,opened,mobile,yes,yes,green,aura3,neutral,0.6735418438911438
1030,Constantino FitzGilbert,Professional,Finance and Accounting,Reina Trobey,Professional,Information Technology (IT),Technical Support,2024-03-21,opened,desktop,yes,yes,green,aura3,neutral,0.6735418438911438
1031,Lazarus O'Halleghane,Professional,Marketing,Reina Trobey,Professional,Information Technology (IT),Technical Support,2024-03-18,opened,mobile,no,yes,blue,aura4,neutral,0.6735418438911438
1032,Karine Barclay,Professional,Marketing,Reina Trobey,Professional,Information Technology (IT),Operational Issues,2024-03-18,opened,desktop,yes,yes,blue,aura4,negative,0.5376729369163513
1033,Nelia Routledge,Professional,Sales,Reina Trobey,Professional,Information Technology (IT),Project Updates,2024-03-18,unopened,desktop,yes,yes,gray,aura5,neutral,0.808040976524353
1034,Ferdinande Stickels,Professional,Sales,Reina Trobey,Professional,Information Technology (IT),Meeting Scheduling,2024-03-21,opened,desktop,yes,yes,gray,aura5,neutral,0.8804826140403748
1035,Tades Querrard,Professional,Sales,Reina Trobey,Professional,Information Technology (IT),Technical Support,2024-03-14,opened,desktop,yes,yes,gray,aura5,neutral,0.6735418438911438
1036,Mata McGifford,Middle level management,Customer Service,Reina Trobey,Professional,Information Technology (IT),Training and Development,2024-03-01,opened,desktop,yes,yes,orange,aura7,neutral,0.6831164360046387
1037,Mort De Benedictis,Professional,Customer Service,Reina Trobey,Professional,Information Technology (IT),Project Updates,2024-03-13,opened,desktop,yes,yes,orange,aura7,neutral,0.808040976524353
1038,Tamara Brewitt,Professional,Customer Service,Reina Trobey,Professional,Information Technology (IT),Meeting Scheduling,2024-03-01,opened,mobile,yes,yes,orange,aura7,neutral,0.8804826140403748
1039,Edithe Cinnamond,Professional,Customer Service,Reina Trobey,Professional,Information Technology (IT),Technical Support,2024-03-29,opened,desktop,yes,yes,orange,aura7,neutral,0.6735418438911438
1040,Morly Finey,Professional,Customer Service,Reina Trobey,Professional,Information Technology (IT),Technical Support,2024-03-22,opened,desktop,yes,yes,orange,aura7,neutral,0.6735418438911438
1041,Angie Penticost,Professional,Customer Service,Reina Trobey,Professional,Information Technology (IT),Technical Support,2024-03-29,opened,mobile,yes,yes,orange,aura7,neutral,0.6735418438911438
1042,Maribelle Oliver,Professional,Customer Service,Reina Trobey,Professional,Information Technology (IT),Technical Support,2024-03-25,opened,desktop,yes,yes,orange,aura7,neutral,0.6735418438911438
